The intermediate results:
1,64460,0,0,2
2,128894,9,24,6
3,193342,11,58,4
4,257785,9,79,2
5,322324,2,4,2

The clustering results: 
0,5
1,1
2,0
3,1
4,4
5,4
6,2
7,1
8,4
9,4
10,5
11,4
12,5
13,1
14,1
15,0
16,5
17,4
18,1
19,1
20,1
21,1
22,1
23,4
24,5
25,2
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,4
39,0
40,0
41,0
42,2
43,1
44,0
45,4
46,1
47,4
48,2
49,2
50,1
51,1
52,1
53,5
54,1
55,3
56,1
57,4
58,1
59,4
60,1
61,1
62,1
63,1
64,0
65,3
66,1
67,1
68,1
69,4
70,1
71,3
72,1
73,1
74,3
75,4
76,4
77,4
78,1
79,1
80,1
81,1
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,3
90,4
91,5
92,1
93,2
94,1
95,1
96,1
97,1
98,0
99,0
100,4
101,1
102,1
103,1
104,1
105,1
106,1
107,4
108,1
109,1
110,1
111,0
112,1
113,2
114,1
115,1
116,1
117,1
118,1
119,5
120,3
121,4
122,1
123,1
124,2
125,1
126,1
127,1
128,4
129,1
130,0
131,1
132,4
133,1
134,4
135,2
136,1
137,1
138,1
139,2
140,0
141,1
142,0
143,2
144,1
145,1
146,1
147,5
148,1
149,1
150,1
151,4
152,1
153,1
154,1
155,1
156,0
157,1
158,0
159,1
160,1
161,3
162,3
163,3
164,1
165,1
166,1
167,1
168,4
169,4
170,1
171,2
172,0
173,4
174,1
175,2
176,1
177,1
178,5
179,1
180,5
181,2
182,1
183,2
184,0
185,3
186,1
187,1
188,2
189,1
190,0
191,5
192,1
193,1
194,0
195,0
196,1
197,2
198,4
199,5
200,1
201,1
202,1
203,1
204,3
205,4
206,5
207,2
208,4
209,1
210,3
211,2
212,1
213,5
214,5
215,1
216,5
217,4
218,1
219,0
220,1
221,1
222,5
223,5
224,1
225,1
226,1
227,1
228,2
229,1
230,5
231,1
232,5
233,1
234,4
235,4
236,1
237,1
238,1
239,1
240,1
241,1
242,5
243,1
244,4
245,1
246,1
247,1
248,4
249,4
250,1
251,4
252,1
253,1
254,0
255,1
256,1
257,4
258,1
259,0
260,1
261,3
262,1
263,1
264,2
265,3
266,1
267,1
268,4
269,4
270,2
271,4
272,1
273,3
274,2
275,1
276,4
277,1
278,0
279,1
280,0
281,0
282,2
283,1
284,1
285,1
286,1
287,4
288,1
289,4
290,2
291,1
292,1
293,3
294,1
295,2
296,1
297,1
298,1
299,1
300,1
301,3
302,0
303,0
304,3
305,1
306,0
307,1
308,2
309,2
310,1
311,1
312,1
313,4
314,4
315,1
316,0
317,1
318,1
319,1
320,0
321,5
322,3
323,1
324,1
325,2
326,1
327,3
328,1
329,1
330,1
331,1
332,0
333,1
334,2
335,0
336,1
337,1
338,1
339,2
340,1
341,3
342,1
343,3
344,3
345,1
346,4
347,1
348,1
349,2
350,1
351,1
352,1
353,2
354,1
355,3
356,1
357,1
358,3
359,3
360,4
361,2
362,0
363,4
364,2
365,4
366,2
367,1
368,1
369,4
370,3
371,1
372,1
373,1
374,4
375,1
376,1
377,3
378,5
379,4
380,1
381,1
382,2
383,1
384,0
385,1
386,3
387,1
388,1
389,4
390,1
391,4
392,0
393,2
394,1
395,1
396,1
397,0
398,2
399,2
400,1
401,4
402,0
403,2
404,1
405,3
406,4
407,1
408,1
409,1
410,1
411,0
412,4
413,4
414,1
415,1
416,1
417,3
418,1
419,3
420,1
421,1
422,4
423,5
424,1
425,4
426,4
427,5
428,5
429,2
430,0
431,5
432,1
433,0
434,1
435,0
436,5
437,0
438,1
439,3
440,1
441,1
442,4
443,1
444,5
445,2
446,3
447,1
448,5
449,1
450,1
451,1
452,1
453,1
454,0
455,1
456,1
457,1
458,1
459,1
460,1
461,2
462,0
463,5
464,1
465,0
466,5
467,2
468,3
469,2
470,1
471,1
472,5
473,4
474,1
475,2
476,4
477,0
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,0
486,1
487,1
488,1
489,1
490,1
491,0
492,1
493,1
494,4
495,2
496,1
497,1
498,0
499,5
500,1
501,1
502,2
503,1
504,1
505,5
506,3
507,1
508,1
509,4
510,1
511,1
512,0
513,1
514,1
515,4
516,1
517,3
518,1
519,3
520,1
521,1
522,2
523,5
524,4
525,4
526,3
527,1
528,2
529,1
530,1
531,4
532,3
533,4
534,0
535,3
536,2
537,1
538,1
539,0
540,1
541,1
542,1
543,4
544,1
545,1
546,1
547,0
548,1
549,1
550,4
551,4
552,1
553,1
554,4
555,1
556,5
557,4
558,1
559,1
560,4
561,0
562,4
563,0
564,1
565,1
566,2
567,5
568,4
569,0
570,2
571,1
572,1
573,1
574,1
575,2
576,4
577,4
578,1
579,1
580,4
581,4
582,1
583,5
584,1
585,3
586,2
587,3
588,0
589,1
590,1
591,1
592,1
593,0
594,2
595,1
596,2
597,0
598,1
599,1
600,1
601,1
602,2
603,3
604,1
605,1
606,1
607,4
608,1
609,1
610,5
611,1
612,1
613,1
614,1
615,1
616,1
617,0
618,0
619,1
620,1
621,1
622,2
623,1
624,5
625,2
626,2
627,0
628,3
629,1
630,0
631,2
632,1
633,1
634,1
635,0
636,2
637,1
638,1
639,3
640,1
641,1
642,1
643,4
644,1
645,4
646,4
647,4
648,1
649,4
650,1
651,1
652,1
653,4
654,1
655,4
656,1
657,2
658,1
659,5
660,1
661,1
662,1
663,5
664,1
665,1
666,4
667,4
668,0
669,4
670,1
671,2
672,1
673,3
674,5
675,0
676,2
677,1
678,4
679,1
680,5
681,1
682,5
683,3
684,1
685,1
686,1
687,3
688,1
689,1
690,1
691,3
692,3
693,0
694,2
695,1
696,1
697,0
698,3
699,3
700,5
701,1
702,0
703,1
704,2
705,1
706,3
707,1
708,2
709,1
710,1
711,1
712,1
713,0
714,1
715,0
716,1
717,1
718,1
719,5
720,1
721,1
722,1
723,0
724,4
725,1
726,1
727,1
728,1
729,1
730,0
731,1
732,1
733,0
734,1
735,2
736,1
737,5
738,4
739,1
740,1
741,1
742,1
743,1
744,1
745,5
746,0
747,2
748,0
749,1
750,3
751,1
752,0
753,1
754,1
755,5
756,1
757,0
758,0
759,1
760,2
761,1
762,0
763,1
764,4
765,1
766,1
767,3
768,1
769,2
770,1
771,1
772,1
773,0
774,1
775,3
776,3
777,1
778,1
779,5
780,1
781,1
782,2
783,4
784,1
785,1
786,1
787,1
788,2
789,4
790,0
791,1
792,1
793,2
794,1
795,1
796,4
797,1
798,1
799,3
800,2
801,1
802,0
803,1
804,5
805,4
806,0
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,4
817,5
818,1
819,5
820,1
821,4
822,5
823,2
824,0
825,2
826,1
827,5
828,1
829,0
830,0
831,1
832,3
833,1
834,1
835,4
836,4
837,2
838,5
839,0
840,2
841,4
842,1
843,3
844,5
845,3
846,1
847,2
848,1
849,1
850,5
851,1
852,1
853,1
854,1
855,1
856,2
857,4
858,0
859,3
860,1
861,1
862,1
863,1
864,1
865,1
866,3
867,5
868,4
869,1
870,1
871,5
872,0
873,1
874,1
875,3
876,1
877,1
878,1
879,1
880,1
881,5
882,1
883,4
884,3
885,5
886,1
887,1
888,1
889,2
890,1
891,1
892,3
893,1
894,4
895,1
896,0
897,1
898,1
899,1
900,3
901,0
902,5
903,1
904,1
905,4
906,1
907,1
908,1
909,1
910,0
911,4
912,3
913,1
914,2
915,1
916,1
917,1
918,1
919,1
920,4
921,1
922,1
923,1
924,1
925,0
926,4
927,1
928,1
929,1
930,5
931,5
932,2
933,1
934,1
935,0
936,1
937,1
